Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02881,DIANE CAR AND LIMO SERVICE LLC,,2017,10,October,"9,164",0,40
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2018,3,March,274,0,7
B02096,"CET GROUP, INC",,2017,9,September,193,0,32
B02107,APOLLO RADIO DISPATCH INC.,,2016,8,August,"14,162",0,114
B02089,MY STREET CAR & LIMO SVC INC.,,2018,1,January,448,0,10
B01029,ZION CAR SERVICE INC.,,2017,3,March,49,0,4
B02138,"GUADALUPANA CAR LIMO, INC",,2016,1,January,"6,250",0,24
B01536,FIRST CLASS C/L SVC CORP,,2015,11,November,"33,894",0,263
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2019,1,January,"26,058",0,125
B02681,DIRECT CAR & LIMO SERVICE INC.,,2016,7,July,108,0,5
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2018,4,April,"6,505",0,42
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2016,12,December,51,0,18
B01710,"79 MASADA III, INC.",MASADA III,2017,8,August,331,0,10
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2018,12,December,525,0,8
B01601,YOURS CAR SERVICE INC,,2018,8,August,"3,280",0,10
B03033,FLEX EXPRESS CORP.,,2018,3,March,"4,362",0,20
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2018,9,September,279,0,7
B02501,"EAST HANOVER AUTO SALES, INC.",MY LIMOUSINE SERVICE,2018,12,December,66,0,9
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2015,12,December,"4,818",0,32
B01764,QUICK RIDE CORP.,,2017,11,November,797,0,11
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2017,10,October,329,0,7
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,8,August,390,0,9
B00559,7 OCEAN EXPRESS INC.,,2018,2,February,"3,185",0,34
B01877,U.S.A. LIMO. INC.,BLUE LINE,2016,5,May,"7,586",0,168
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2018,4,April,891,0,25
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2018,9,September,"4,358",0,10
B02721,JOHN PETERS PROFESSIONAL LIMOUSINES INC,,2015,4,April,46,0,6
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,9,September,27,0,4
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2017,12,December,"60,324",0,667
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2017,6,June,95,0,5
B02287,"ROAD NEW YORK ENTERPRISES, INC.",DAI-ICHI LIMOUSINE,2018,10,October,155,0,6
B02643,LORY CAR SERVICE CORP.,,2017,11,November,747,0,16
B02547,NICK CAR & LIMO SERVICE INC.,,2017,9,September,71,0,5
B02731,EMES OF BOROPARK CAR SERVICE INC,,2016,8,August,646,0,8
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2017,9,September,"30,608",0,171
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2016,4,April,331,0,11
B00597,WAKEFIELD LSG MAINT CORP,,2018,1,January,"1,519",0,10
B01398,ALEX EXP C/L INC,,2018,6,June,"2,509",0,9
B01236,BLS LIMO SVC OF NY INC,,2018,11,November,"2,642",0,93
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2018,12,December,"10,480",0,51
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2017,10,October,"12,411",0,192
B00222,"REYNO CAR SVC, INC.",,2018,12,December,"1,381",0,11
B00789,VITAL TRANSPORTATION INC.,,2018,6,June,"9,757",0,187
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2017,4,April,"1,592",0,56
B02547,NICK CAR & LIMO SERVICE INC.,,2017,1,January,91,0,8
B02436,FEDERAL TRANSIT NY INC.,,2015,10,October,134,0,11
B01336,BAY EXPRESS CORP.,,2018,11,November,"2,591",0,20
B00221,PROFESSIONAL CAR SERVICE INC,,2017,9,September,"7,447",0,81
B02182,"FINEST CAR SERVICE, LLC",,2018,12,December,"3,738",0,42
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2018,6,June,"7,847",0,56
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2016,1,January,"7,517",0,36
B00411,FONE-A-CAR INC,,2015,6,June,"4,859",0,71
B02760,VISMAR RADIO DISPATCH INC.,,2016,8,August,104,0,5
B02856,MARIACHI CAR SERVICE INC,,2018,7,July,"4,838",0,13
B01928,DISCOVER LIMO INC,INFINITY LIMO,2017,5,May,34,0,11
B00477,INTA-BORO ACRES INC,,2016,1,January,"11,178",0,174
B03040,ZYT EXPRESS CORP.,,2018,4,April,"1,340",0,11
B02657,MALCOLM LIMO EXPRESS CORP.,,2018,9,September,"5,033",0,37
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2018,11,November,"3,229",24,16
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2016,6,June,664,0,18
B02021,EASYRIDE CAR SERVICE INC.,,2018,10,October,474,0,5
B02315,LA MORENITA CAR LIMO SERVICE INC,,2017,3,March,"5,890",0,30
B00608,SUMMIT CORPORATE CAR INC.,,2017,4,April,"1,736",0,40
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2017,7,July,"4,110",0,16
B00789,VITAL TRANSPORTATION INC.,,2016,1,January,"15,116",0,273
B02937,"ACCESS TRANSPORTATION GROUP, LLC",,2017,9,September,743,0,16
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2017,12,December,332,0,20
B02819,FIVE STAR LUXURY INC.,,2017,10,October,751,0,6
B01559,MUNKACS CAR SVC LTD,,2017,6,June,"5,416",0,17
B02480,WOODHAVEN LIMOUSINE INC,,2018,9,September,15,0,4
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2017,7,July,322,0,4
B01145,ULTRA RADIO DISP INC,,2017,3,March,"25,479",0,118
B00084,AUTOMOTIVE SVC SYSTEM INC,,2017,2,February,376,0,22
B00937,RIVERSIDE RADIO DISPATCHER,,2018,1,January,"45,212",0,224
B00272,BIG APPLE CAR INC,,2018,8,August,"2,267",0,86
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2017,8,August,61,0,25
B01514,LOS ANDES LIMO INC.,,2016,8,August,820,0,11
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2016,1,January,"13,982",0,153
B02809,NBT TRANSPORTATION INC,,2018,3,March,"7,909",0,49
b00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2016,4,April,"1,781",0,10
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2016,11,November,"1,000",0,24
B03002,"REYNO,INC.",,2017,1,January,963,0,9
B00789,VITAL TRANSPORTATION INC.,,2018,3,March,"11,202",0,192
B02715,GROUNDANYWHERE LLC,,2018,11,November,"16,027",0,616
B02315,LA MORENITA CAR LIMO SERVICE INC,,2018,9,September,"2,327",0,11
B00932,NATASHAS GRP CAR CORP,,2017,9,September,"2,857",0,22
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2017,8,August,"2,176",0,11
B02398,NY PREMIER LIMOUSINE INC,,2018,7,July,75,0,7
B02243,BARONAS LUXURY II INC,,2016,11,November,"1,144",0,11
B02723,CHARLIE BLACK CAR INC,,2016,8,August,"9,207",0,99
B02767,KISMET INTERNATIONAL INC.,,2016,6,June,643,0,22
B01231,GO CAR CORP.,,2016,9,September,"10,102",0,49
B02279,MATAMOROS CAR SERVICE INC.,,2016,1,January,"8,934",0,32
B02664,CORPORATE CAR LTD.,,2017,9,September,142,0,33
B02315,LA MORENITA CAR LIMO SERVICE INC,,2016,6,June,"8,759",0,56
B02912,FIRST CLASS LUXURY INC,,2018,4,April,946,0,6
B00236,LAST RADIO GROUP CORP.,,2015,6,June,401,0,17
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,6,June,81,0,1
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2015,11,November,"20,104",0,170
B02273,BENI'S LIMOUSINE SERVICE INC,,2017,10,October,25,0,8
B01877,U.S.A. LIMO. INC.,BLUE LINE,2018,9,September,"5,127",0,142
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2016,8,August,"8,832",0,93
B00381,BELL RADIO INC,,2018,6,June,"4,403",0,102
B00236,LAST RADIO GROUP CORP.,,2017,6,June,693,0,17
B01537,S.I. SPEED INC.,,2015,5,May,"4,458",0,26
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2017,4,April,"3,914",0,36
B02416,"NEW STORM CAR SERVICE, INC.",,2018,11,November,"2,259",0,7
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2018,11,November,377,0,9
B02846,DLS TRANSPORTATION CORP.,,2018,9,September,"3,816",0,23
B00083,PAGE-A-RIDE INC,,2016,1,January,222,0,15
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2015,5,May,"1,214",0,5
B02838,THA MAYA CAR SERVICE INC,,2018,8,August,304,0,9
B01733,SHMT INC.,MILL BASIN CAR SVCE,2016,4,April,"2,320",0,20
B01285,UNION RADIO DISPATCH INC,,2018,7,July,"16,241",0,88
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2017,9,September,131,0,14
B02093,V.J. CAR & LIMO SVC INC.,,2016,6,June,"2,242",0,6
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2017,11,November,"12,393",0,133
B01244,MASADA II C/L SVC INC,,2017,11,November,"1,335",0,7
B01346,ARECIBO C/S INC,,2018,11,November,"5,286",0,32
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2017,12,December,"15,642",0,120
B01231,GO CAR CORP.,,2018,10,October,"2,585",0,18
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2016,11,November,"6,539",0,54
B02180,PEGASUS TRANSPORT SERVICE INC.,,2017,1,January,777,0,41
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,11,November,"3,525",0,12
B03011,GOOD DAY TRANSPORTATION INC,,2018,11,November,289,0,2
B00037,TRANSP UNLIMITED C/S,,2017,1,January,"9,441",0,42
B02594,FENIX MOBILE DISPATCHERS LTD,,2018,8,August,442,0,2
B01467,NEW EXPERIENCE #1 INC,,2016,3,March,"18,367",0,82
B02917,C & A BLACK CAR CORP.,,2018,2,February,145,0,20
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2017,9,September,77,0,2
B02747,LEGEND LUXURY LIMO INC.,,2017,5,May,"3,028",0,43
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2017,4,April,"2,285",0,106
B01391,ROSE 'N' DALE C/S INC,,2015,9,September,"3,718",0,12
B02217,PCS LIMOUSINE INC.,,2017,2,February,374,0,9
B02917,C & A BLACK CAR CORP.,,2017,6,June,231,0,23
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2017,11,November,374,0,4
B00030,TREMONT DISPATCHING CORP,,2016,7,July,317,0,3
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2015,8,August,"21,834",0,82
B02167,MADISON LIMOUSINE INC,,2017,7,July,66,0,8
B02629,CARLUX LIMO INC.,,2018,12,December,252,0,22
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2017,1,January,472,0,14
B00608,SUMMIT CORPORATE CAR INC.,,2017,7,July,"1,819",0,37
B02849,BROOKLYN RIDES CORP,,2016,4,April,"1,158",0,7
B01437,MERENGUE LIMO & C/S INC,,2017,9,September,"11,387",0,53
B01527,NEW FAMILY RAD DISP INC,,2017,2,February,"7,945",0,78
B01854,EUROPE LIMOUSINE SERVICE INC,,2018,4,April,"2,190",0,45
b00850,UPTOWN TRANSIT CORP,,2016,1,January,502,0,8
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2018,12,December,"7,814",0,21
B01875,ON LINE LIMOUSINE LLC,,2016,10,October,"1,793",0,54
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2015,12,December,20,0,5
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2017,9,September,538,0,17
B01215,ECUADOOR CORP,,2017,12,December,"12,759",0,54
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2017,9,September,"1,904",0,12
B01091,A & R GOLDEN EXP INC,,2018,12,December,"2,174",0,7
B00789,VITAL TRANSPORTATION INC.,,2017,4,April,"12,478",0,220
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2017,10,October,924,0,5
B00619,"HOLA CAR SERVICE,INC.",,2016,5,May,778,0,6
B01282,NEW LOTS C/S INC,,2017,4,April,"22,192",0,66
B00446,COMMUNICAR INCORPORATED,,2017,3,March,"5,684",0,116
B01452,AREAS TRANSP INC,,2015,5,May,"4,453",0,17
B00202,"EXCELSIOR CAR & LIMO, INC.",,2017,7,July,277,0,9
B03000,ZAPP CAR SERVICE INC.,,2018,8,August,180,0,2
B02248,HYBRID LIMO EXPRESS INC.,,2018,4,April,"1,301",0,7
B02749,FACE LIMO INC,,2017,6,June,696,0,18
B01413,SFL INC,,2017,8,August,"1,119",0,38
B00296,PRIME TIME TRANS. INC,,2016,5,May,"1,787",0,54
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2015,9,September,"27,407",0,145
B02248,HYBRID LIMO EXPRESS INC.,,2017,11,November,"1,603",0,7
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2018,10,October,"5,094",0,20
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,4,April,"2,443",0,60
B00318,APPLE RADIO CARS INC,,2015,8,August,"5,922",0,27
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2018,2,February,"8,704",0,43
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,12,December,"13,839",0,180
UBER,UBER,UBER,2018,12,December,"14,999,895","3,802,083","78,093"
B02308,NORWOOD CAR & LIMO INC.,,2018,7,July,674,0,14
B00277,ALL CITY CORP TRANS INC,,2018,10,October,1,0,1
B02921,"GRAVITAS PRIMO,LLC",,2017,2,February,2,0,2
B02401,NEW NORTH SIDE LUXURY CORP.,MAGNA,2017,12,December,"2,761",0,115
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,1,January,"2,437",0,16
B01236,BLS LIMO SVC OF NY INC,,2015,12,December,"2,561",0,60
B01525,NORTHSIDE LUXURY INC.,,2018,1,January,"6,609",0,117
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2017,12,December,26,0,1
B02435,"TEINETCO, INC",,2017,8,August,232,0,15
B02903,JFK LUXURY LIMOUSINE INC,,2017,11,November,693,0,38
B03062,BQN VOUCHER INC,,2018,8,August,"1,214",0,8
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2015,3,March,"17,189",0,9
B02292,NEW YORK APPLE V.I.P. CORP,,2016,2,February,"1,011",0,25
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2017,10,October,"17,736",0,87
B00888,ACE C/L SVCE INC,,2018,7,July,"1,264",0,35
B01445,J T TRANS CO INC,,2016,6,June,"3,924",0,64
B01436,NEW PRONTO TRANSP INC,,2017,4,April,"1,569",0,20
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2016,10,October,265,0,5
B02148,MAVRIK TRANS INC.,,2018,12,December,415,0,21
B01259,THE NEW BROOKLYN C/S INC,,2018,11,November,"11,784",0,44
B00625,"CENTRAL CAR SERVICES,INC.",,2018,11,November,"2,373",0,16
B02737,BWJ GROUP INC,,2016,7,July,"6,438",0,28
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2017,3,March,"4,007",0,18
B02537,ALLTOWN LIMO CORP.,,2017,5,May,"9,202",0,105
B01498,MEGA CAR SVCE CORP,,2016,6,June,"9,533",0,39
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2015,10,October,759,0,26
B02107,APOLLO RADIO DISPATCH INC.,,2016,2,February,"17,555",0,129
B01029,ZION CAR SERVICE INC.,,2017,8,August,39,0,4
B02760,VISMAR RADIO DISPATCH INC.,,2016,10,October,254,0,5
B02245,OCEANA CAR AND LIMO,,2016,1,January,"7,389",0,24
B02132,D.WILTSHIRE STRETCH LIMO. INC.,D. WILTSHIRE STRETCH LIMO. INC.,2015,8,August,31,0,2
B01742,"AVALON TRANSPORTATION, LLC",,2016,12,December,590,0,22
B02947,"ONIX TRANSPORTATION, INC",,2016,10,October,93,0,7
B02675,FRIELECH CAR & LIMO SERVICE INC,15TH AVENUE CAR SERVICE,2015,4,April,333,0,9
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,,2018,7,July,309,0,2
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2017,10,October,156,0,4
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2017,12,December,"1,289",0,38
B00881,CROSSBAY CAR SERVICE NY INC,,2018,11,November,171,0,13
B02524,ESQ LIMOUSINE LLC,ESQ LIMO,2015,10,October,569,0,13
B02138,"GUADALUPANA CAR LIMO, INC",,2016,4,April,"4,835",0,19
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2018,6,June,46,0,7
B01432,TOVAR TRANSPORTATION INC,,2018,7,July,611,0,3
B00987,AHSAN INC.,MARLBORO CAR SERVICE,2018,10,October,"2,676",0,9
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2016,4,April,29,0,8
B03158,SPOTON.PET LLC,,2018,10,October,23,0,5
B02709,DASH CAR SERVICE CORP,,2017,3,March,"1,136",0,3
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,6,June,239,0,14
B00597,WAKEFIELD LSG MAINT CORP,,2018,11,November,"1,139",0,10
B00821,ATLANTIC CAR SVCE,,2016,11,November,"23,511",0,123
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2017,12,December,"1,239",0,7
B02073,"STARGATE LIMOUSINE, INC.",,2015,9,September,250,0,19
B00429,SURF CAR SYSTEMS INC,,2016,2,February,"12,119",0,28
B00900,BIG Q CAR SVC. INC.,,2016,8,August,"54,376",0,203
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2017,6,June,"1,056",0,36
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2018,5,May,"1,547",0,38
B02110,"OPTIMUM CAR & LIMO, INC.",,2017,12,December,"1,343",0,7
B02797,CJ LIMOUSINE LLC,,2016,2,February,413,0,14
B02799,CHURCH AVENUE EXPRESS INC,,2016,9,September,"1,605",0,14
B00827,"CASTLE CAR SERVICE, INC",,2017,4,April,"1,334",0,7
B02851,GALLANT CAR SERVICE CORP.,,2018,11,November,231,0,2
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2018,11,November,499,0,14
B01312,BROOKLYN RAD DISP INC,,2017,10,October,"14,522",0,146
JUNO,JUNO,JUNO,2016,11,November,"873,224",0,"16,320"
B01124,COOPERATIVA CLBNA DE CON INC,,2017,10,October,"4,150",0,34
B00850,UPTOWN TRANSIT CORP,,2018,7,July,161,0,6
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",,2017,4,April,176,0,8
B01233,NEW LACONIA RAD DISP INC,,2015,12,December,"25,950",0,97
B02546,X RADIO DISPATCHER INC.,,2016,1,January,544,0,4
B02658,ASCONA CAR SERVICE INC.,,2016,4,April,354,0,6
B02611,SS LIMOUSINE SERVICE INC,,2016,5,May,288,0,16
B01341,A NEW DAY RAD DISP INC,,2015,2,February,"34,878",0,230
B00446,COMMUNICAR INCORPORATED,,2018,8,August,"3,525",0,86
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2018,1,January,304,0,9
B02133,"TWR CAR & LIMO, INC.",,2015,8,August,"2,067",0,40
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2017,9,September,"1,058",0,19
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2016,4,April,"1,659",0,30
B02975,LI YANG LIMOUSINE INC,,2017,4,April,"1,646",0,20
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2019,1,January,590,0,8
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2017,8,August,"5,570",0,19
B00013,LOVE CORPORATE CAR INC,,2018,7,July,"2,867",0,102
B02913,DAT TRANSPORTATION INC.,,2016,4,April,"2,087",0,8
B00746,BAMADU CAR SVCE,,2018,7,July,161,0,5
B02462,TIFFANY'S CAR SERVICE INC.,,2016,2,February,"1,371",0,11
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,,2016,7,July,"4,602",0,123
B03002,"REYNO,INC.",,2018,12,December,"9,936",0,50
B02898,SANO CAR LLC,,2018,3,March,"3,639",0,25
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2018,4,April,"1,541",0,61
B02924,CELEBRITY LUXURY INC.,,2017,2,February,"4,117",0,41
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,3,March,"18,898",0,228
B02610,WC TRANSPORTATION SERVICE GROUP INC.,,2016,5,May,142,0,6
UBER,UBER,UBER,2018,3,March,"13,462,091","3,523,078","66,567"
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2016,8,August,"4,718",0,16
B03074,BLACKBIRD WORLDWIDE CORP,,2018,11,November,555,0,14
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2018,10,October,39,0,1
B01351,HADERECH CAR SERVICE INC,,2016,1,January,419,0,5
B02899,NEW BLACK LUXURY CARS CORP,,2018,6,June,"8,696",0,32
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2018,7,July,"1,336",0,8
B00481,806 SERVICE LLC,18TH AVENUE PRIVATE CAR SERVICE INC,2017,3,March,"1,561",0,9
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,8,August,"1,805",0,28
B01231,GO CAR CORP.,,2018,3,March,"3,451",0,20
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2015,5,May,667,0,21
B01721,W.K. CAR & LIMO SERVICE INC,,2018,11,November,"3,586",0,23
B02191,US LIMO SYSTEM INC,,2018,5,May,524,0,19
B02959,"MECAR EXPRESS,INC",,2018,3,March,127,0,10
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2017,2,February,"10,854",0,75
B01118,INTERNATIONAL CAR SERVICE INC.,,2017,10,October,537,0,12
B01990,SUK INCORPORATED,RAINBOW LIMO,2017,3,March,741,0,42
B02096,"CET GROUP, INC",,2018,9,September,426,0,42
B01263,"RACHEL'S CAR SERVICE,INC.",,2017,5,May,"6,124",0,23
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2015,4,April,"3,197",0,22
B00548,"LINDY CARS, INC.",,2017,12,December,581,0,9
B01389,METRO LUXURY INC,,2018,5,May,987,0,21
B02147,"MITA LIMOUSINE, INC.",,2018,11,November,346,0,13
B02424,FRIENDLY RIDE INC,,2015,12,December,810,0,34
B01875,ON LINE LIMOUSINE LLC,,2017,2,February,"2,303",0,59
B00608,SUMMIT CORPORATE CAR INC.,,2015,6,June,"3,697",0,49
b01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2015,10,October,1,0,1
B02546,X RADIO DISPATCHER INC.,,2018,12,December,"14,513",0,72
B02535,LFS LIMO CORP.,,2018,12,December,16,0,6
B00149,RAINBOW RAD DISP INC,,2016,5,May,"2,327",0,16
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2018,5,May,"7,168",0,126
B00202,"EXCELSIOR CAR & LIMO, INC.",,2015,7,July,"1,667",0,23
B02021,EASYRIDE CAR SERVICE INC.,,2017,3,March,"1,529",0,5
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2015,7,July,30,0,6
B01339,R C AUDUBON SVC INC,,2016,3,March,"18,787",0,126
B02819,FIVE STAR LUXURY INC.,,2018,6,June,938,0,3
B02726,COMPADRE CAR SERVICE INC.,,2016,4,April,"1,364",0,8
B01877,U.S.A. LIMO. INC.,BLUE LINE,2018,7,July,"4,381",0,146
B01721,W.K. CAR & LIMO SERVICE INC,,2016,2,February,"6,355",0,39
B01527,NEW FAMILY RAD DISP INC,,2018,6,June,"6,647",0,59
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2016,4,April,"1,846",0,12
B00448,DIAL CAR INC.,,2018,5,May,"7,034",0,164
B00647,KISS CAR SERVICE INC,,2019,1,January,"33,413",0,164
B01194,440 CAR SERVICE INC.,,2016,3,March,"12,682",0,50
B01233,NEW LACONIA RAD DISP INC,,2016,12,December,"25,998",0,89
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2015,10,October,"2,322",0,48
B00652,RESCUE C/S INC,,2016,2,February,"4,656",0,17
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2017,12,December,"17,019",0,96
B02410,"POLO LIMOUSINE, CORP.",,2016,8,August,"1,120",0,41
B02376,ALL NATIONS LUXURY LIMO CORP.,,2019,1,January,89,0,4
B00628,"CONCORD LIMOUSINE 1, LLC",,2015,10,October,"21,149",0,385
B00429,SURF CAR SYSTEMS INC,,2018,6,June,"3,145",0,23
B01742,"AVALON TRANSPORTATION, LLC",,2017,4,April,758,0,22
B03030,Q-FIRST LIMOUSINE CORP.,,2017,12,December,155,0,11
B00225,DELANCEY TRANSPORTATION INC.,,2017,12,December,"9,548",0,58
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2018,7,July,885,0,4
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2018,11,November,"3,996",0,15
B01282,NEW LOTS C/S INC,,2015,11,November,"24,352",0,78
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2016,9,September,"9,349",0,12
B02155,ABA LUXURY CAR INC.,,2015,6,June,412,0,17
B00789,VITAL TRANSPORTATION INC.,,2018,9,September,"8,582",0,183
B01626,LA NUEVA QUISQUEYA C/S INC,,2018,2,February,"20,245",0,122
B00385,DELINCE CAR LIVERY SERVICE CORP.,WHITE TOP CAR SERVICE,2018,8,August,"1,380",0,7
B01970,GRAFE STREET SERVICE CORP.,,2018,1,January,425,0,7
B01233,NEW LACONIA RAD DISP INC,,2018,9,September,"4,713",0,33
B02279,MATAMOROS CAR SERVICE INC.,,2017,5,May,"9,967",0,26
B00919,HARLEM CARS INC.,,2018,12,December,"5,865",0,33
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2015,11,November,"7,671",0,154
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,5,May,46,0,15
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2016,6,June,"3,937",0,69
B01751,CONCORDE EXP OF N.Y. INC,,2019,1,January,"2,887",0,10
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2017,3,March,"1,654",0,12
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2017,8,August,"4,791",0,153
B01726,SUPER CLASS RADIO DISP INC,,2017,6,June,"17,041",0,106
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2015,4,April,26,0,6
B00254,XYZ TWO WAY RADIO,,2017,10,October,"18,425",0,262
B01124,COOPERATIVA CLBNA DE CON INC,,2017,5,May,"8,664",0,50
